question_id,teacher_key,student_answer,score,reasoning
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,"Penggunaan kantong kain dapat meminimalisir sampah karena kain bisa dicuci dan dipakai lagi, tidak seperti plastik yang hanya sekali pakai.",90.0,Jawaban mencakup konsep penggunaan berulang dan perbandingannya dengan plastik. Poin pengurangan limbah tersampaikan dengan baik.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Karena tas kain dapat digunakan kembali sehingga limbah dari plastik sekali pakai tidak terus bertambah.,88.0,Menyentuh kedua poin utama yaitu kegunaan berulang (reusable) dan pengurangan limbah plastik. Alur logika jawaban benar dan tepat sasaran.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Kantong kain itu lebih awet dan bisa dipakai berkali-kali untuk belanja.,75.0,"Poin mengenai penggunaan berulang sudah benar. Namun, siswa tidak menjelaskan dampak positifnya terhadap pengurangan limbah plastik secara spesifik."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Supaya kita tidak banyak menggunakan plastik yang sekali pakai lalu dibuang.,70.0,"Siswa memahami tujuan pengurangan plastik sekali pakai. Namun, poin utama mengenai sifat 'reusable' dari kantong kain tidak disebutkan secara eksplisit."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Karena kantong kain ramah lingkungan dan tidak menyebabkan sampah plastik menumpuk.,80.0,Sudah menyebutkan dampak pengurangan limbah plastik. Poin mengenai penggunaan berulang tersirat dalam kata 'ramah lingkungan' namun kurang mendalam.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Tas kain bisa disimpan dan digunakan lagi kalau mau pergi ke pasar.,65.0,"Menjelaskan aspek penggunaan berulang dengan contoh konkret. Sayangnya, tidak ada penjelasan mengenai kaitan hal tersebut dengan pengurangan limbah."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Bahan kain lebih kuat daripada plastik sehingga tidak cepat jadi sampah.,60.0,"Siswa mencoba menjelaskan alasan mengapa kain lebih baik, tapi fokus pada kekuatan bahan. Konsep 'reusable' dan 'limbah plastik' kurang terdefinisikan dengan jelas."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Untuk mengurangi plastik di bumi.,50.0,Jawaban terlalu umum dan hanya menyentuh tujuan akhir tanpa menjelaskan mekanisme penggunaan kantong kain sebagai solusinya.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Bisa dipakai berkali-kali.,55.0,Hanya menyebutkan satu poin kunci yaitu penggunaan berulang. Tidak ada penjelasan mengenai jenis limbah yang dikurangi atau dampaknya.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Agar lingkungan menjadi bersih dari sampah yang susah terurai.,45.0,Hanya menyentuh aspek lingkungan secara general. Hubungan spesifik antara kantong kain dan plastik sekali pakai tidak dijelaskan.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Plastik itu bahaya buat kura-kura di laut.,35.0,"Memberikan alasan eksternal mengenai bahaya plastik, namun tidak menjawab mengapa kantong kain digunakan sebagai pengganti berdasarkan kunci jawaban."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Karena tas kain warnanya lebih bagus dan bisa dicuci.,30.0,"Menyebutkan poin bisa dicuci (tersirat reusable), namun sisanya tidak relevan dengan konteks pengurangan limbah plastik."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Kain.,10.0,Jawaban terlalu singkat dan tidak membentuk kalimat yang menjelaskan konsep apapun.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Supaya hemat uang tidak beli plastik.,20.0,"Alasan yang diberikan bersifat ekonomis pribadi, bukan alasan lingkungan atau fungsional sesuai kunci jawaban."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Biar tidak ribet kalau belanja banyak.,15.0,Jawaban tidak relevan dengan konsep pengurangan limbah atau sifat reusable kantong kain.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,Plastik.,5.0,"Hanya menyebutkan satu kata yang merupakan bagian dari masalah, bukan solusi atau penjelasan yang diminta."
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,...,0.0,Jawaban kosong atau hanya berupa simbol yang tidak memiliki makna sama sekali.
331,Kantong kain dapat digunakan berulang kali (reusable) sehingga mengurangi timbulan limbah plastik sekali pakai.,asdfjklgh,0.0,Jawaban berupa karakter acak yang tidak membentuk kata atau maksud yang bisa dinilai.
